"datasetid","sitename","type","age","geoagetype","depth","limityounger","limitolder","geochron.radiocarbonmethod","geochron.geochronmaterialdated","geochron.geochronerrorolder","geochron.geochronerroryounger"
1671,"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)","Lead-210",0,NA,4,-5,5,NA,NA,NA,NA
1671,"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)","Lead-210",50,NA,12.5,45,55,NA,NA,NA,NA
1671,"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)","Radiocarbon",480,"Radiocarbon years BP",31,440,520,"liquid scintillation","bulk sediment",40,40
1671,"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)","Radiocarbon",960,"Radiocarbon years BP",51,910,1000,"liquid scintillation","bulk sediment",40,40
1671,"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)","Radiocarbon",1590,"Radiocarbon years BP",71,1550,1630,"liquid scintillation","bulk sediment",40,40
1684,"Lynn Lake","Guess",286,NA,0,-14,586,NA,NA,NA,NA
1684,"Lynn Lake","Radiocarbon",1550,"Radiocarbon years BP",15,1450,1650,"proportional gas counting","sedge peat",50,50
1684,"Lynn Lake","Radiocarbon",2170,"Radiocarbon years BP",35,2010,2330,"proportional gas counting","sedge peat (Carex)",80,80
1684,"Lynn Lake","Radiocarbon, average of two or more dates",5135,"Radiocarbon years BP",69,4995,5275,"proportional gas counting","Carex peat",100,100
1684,"Lynn Lake","Radiocarbon, average of two or more dates",5135,"Radiocarbon years BP",69,4995,5275,"proportional gas counting","Carex peat",100,100
1684,"Lynn Lake","Radiocarbon, average of two or more dates",6015,"Radiocarbon years BP",120,5859,6171,"proportional gas counting","Carex peat",110,110
1684,"Lynn Lake","Radiocarbon, average of two or more dates",6015,"Radiocarbon years BP",120,5859,6171,"proportional gas counting","Carex peat",110,110
1684,"Lynn Lake","Radiocarbon",6530,"Radiocarbon years BP",135,6270,6790,"proportional gas counting","blue-grey silty clay",130,130
1685,"Lake Mabel","Core top",-15,NA,0,-15,0,NA,NA,NA,NA
1685,"Lake Mabel","Guess",70,NA,100,40,100,NA,NA,NA,NA
1689,"Main-à-Dieu","Biostratigraphic, pollen",10000,NA,491,9800,10200,NA,NA,NA,NA
1689,"Main-à-Dieu","Biostratigraphic, pollen",10830,NA,503.5,10630,11030,NA,NA,NA,NA
1691,"Tourbière du lac Malbaie","Core top",0,NA,0,0,0,NA,NA,NA,NA
1691,"Tourbière du lac Malbaie","Radiocarbon",3855,"Radiocarbon years BP",140,3765,3945,"proportional gas counting","Peat material",90,90
1691,"Tourbière du lac Malbaie","Radiocarbon",8095,"Radiocarbon years BP",195,7940,8250,"proportional gas counting","Peat material",155,155
1691,"Tourbière du lac Malbaie","Deglaciation",10500,NA,235,10000,11000,NA,NA,NA,NA
1693,"Maligne Lake","Core top",0,NA,0,0,0,NA,NA,NA,NA
1693,"Maligne Lake","Tephra",3400,NA,138,3350,3450,NA,NA,NA,NA
1693,"Maligne Lake","Radiocarbon",7560,"Radiocarbon years BP",338.5,6680,8440,"conventional radiometric",NA,440,440
1697,"Mangrove Lake","Biostratigraphic, pollen",0,NA,180,-20,100,NA,NA,NA,NA
1697,"Mangrove Lake","Radiocarbon",970,"Radiocarbon years BP",255,830,1110,"proportional gas counting","gyttja",70,70
1697,"Mangrove Lake","Radiocarbon",2690,"Radiocarbon years BP",455,2550,2830,"proportional gas counting","gyttja",70,70
1697,"Mangrove Lake","Radiocarbon",3170,"Radiocarbon years BP",655,3030,3310,"proportional gas counting","gyttja",70,70
1697,"Mangrove Lake","Radiocarbon",4240,"Radiocarbon years BP",855,4100,4380,"proportional gas counting","gyttja",70,70
1697,"Mangrove Lake","Radiocarbon",4940,"Radiocarbon years BP",1055,4780,5100,"proportional gas counting","gyttja",80,80
1697,"Mangrove Lake","Radiocarbon",6020,"Radiocarbon years BP",1255,5860,6180,"proportional gas counting","gyttja",80,80
1697,"Mangrove Lake","Radiocarbon",7310,"Radiocarbon years BP",1455,7150,7470,"proportional gas counting","fibrous peat",80,80
1697,"Mangrove Lake","Radiocarbon",9260,"Radiocarbon years BP",1614.5,9080,9440,"proportional gas counting","organic silt",90,90
1698,"Mansell Pond","Radiocarbon",690,"Radiocarbon years BP",762,590,790,"conventional radiometric","gyttja",100,100
1698,"Mansell Pond","Radiocarbon",1710,"Radiocarbon years BP",790,1650,1770,"accelerator mass spectrometry","gyttja",60,60
1698,"Mansell Pond","Radiocarbon",3225,"Radiocarbon years BP",812,3170,3280,"conventional radiometric","gyttja",55,55
1698,"Mansell Pond","Radiocarbon",3535,"Radiocarbon years BP",862,3420,3650,"conventional radiometric","gyttja",115,115
1698,"Mansell Pond","Radiocarbon",4280,"Radiocarbon years BP",922,4205,4355,"conventional radiometric","gyttja",75,75
1698,"Mansell Pond","Radiocarbon",5715,"Radiocarbon years BP",982,5625,5805,"conventional radiometric","gyttja",90,90
1698,"Mansell Pond","Radiocarbon",6560,"Radiocarbon years BP",1032,6395,6730,"conventional radiometric","gyttja",170,165
1698,"Mansell Pond","Radiocarbon",8225,"Radiocarbon years BP",1080,8020,8435,"conventional radiometric","gyttja",210,205
1698,"Mansell Pond","Radiocarbon",9175,"Radiocarbon years BP",1110,8950,9405,"conventional radiometric","gyttja",230,225
1698,"Mansell Pond","Biostratigraphic",130,NA,744,100,160,NA,NA,NA,NA
1698,"Mansell Pond","Biostratigraphic",90,NA,694,70,110,NA,NA,NA,NA
1698,"Mansell Pond","Core top",-30,NA,663,-42,-28,NA,NA,NA,NA
1701,"Maplehurst Lake","Core top",0,NA,0,-20,20,NA,NA,NA,NA
1701,"Maplehurst Lake","Biostratigraphic, pollen",100,NA,33,-30,230,NA,NA,NA,NA
1701,"Maplehurst Lake","Radiocarbon",5330,"Radiocarbon years BP",455,5110,5550,"proportional gas counting","algal gyttja",220,220
1701,"Maplehurst Lake","Radiocarbon",7690,"Radiocarbon years BP",600,7520,7860,"proportional gas counting","algal gyttja",170,170
1701,"Maplehurst Lake","Radiocarbon",9650,"Radiocarbon years BP",720,9540,9760,"proportional gas counting","algal gyttja",110,110
1701,"Maplehurst Lake","Radiocarbon",12500,"Radiocarbon years BP",762,12320,12680,"proportional gas counting","laminated silty gyttja",180,180
1703,"Lac Marcotte","Core top",0,NA,0,0,0,NA,NA,NA,NA
1703,"Lac Marcotte","Radiocarbon",4040,"Radiocarbon years BP",95,3960,4120,"proportional gas counting","gyttja",80,80
1703,"Lac Marcotte","Radiocarbon",6920,"Radiocarbon years BP",190,6835,7005,"proportional gas counting","gyttja",85,85
1703,"Lac Marcotte","Radiocarbon",8940,"Radiocarbon years BP",275,8850,9030,"proportional gas counting","gyttja",90,90
1703,"Lac Marcotte","Radiocarbon",9885,"Radiocarbon years BP",300.5,9655,10115,"proportional gas counting","gyttja",230,230
1703,"Lac Marcotte","Deglaciation",11000,NA,372,10500,11500,NA,NA,NA,NA
1704,"M Lake","Core top",-25,NA,0,-25,0,NA,NA,NA,NA
1704,"M Lake","Radiocarbon",2860,"Radiocarbon years BP",102.5,2700,3020,"conventional radiometric","gyttja",80,80
1704,"M Lake","Radiocarbon",6410,"Radiocarbon years BP",125,6230,6590,"conventional radiometric","gyttja",90,90
1704,"M Lake","Radiocarbon",8590,"Radiocarbon years BP",167.5,8430,8750,"conventional radiometric","gyttja",80,80
1704,"M Lake","Radiocarbon",10000,"Radiocarbon years BP",216.5,9780,10220,"conventional radiometric","silty organic mud",110,110
1704,"M Lake","Radiocarbon",11300,"Radiocarbon years BP",232,11120,11480,"conventional radiometric","silty organic mud",90,90
1705,"Marion Lake","Core top",0,NA,0,-20,20,NA,NA,NA,NA
1705,"Marion Lake","Radiocarbon",520,"Radiocarbon years BP",22.5,290,750,"proportional gas counting","gyttja",115,115
1705,"Marion Lake","Radiocarbon",890,"Radiocarbon years BP",50,710,1070,"proportional gas counting","gyttja",90,90
1705,"Marion Lake","Radiocarbon",2140,"Radiocarbon years BP",182.5,1890,2390,"proportional gas counting","gyttja",125,125
1705,"Marion Lake","Radiocarbon",4035,"Radiocarbon years BP",332.5,3825,4245,"proportional gas counting","gyttja",105,105
1705,"Marion Lake","Radiocarbon",4860,"Radiocarbon years BP",452.5,4650,5070,"proportional gas counting","gyttja",105,105
1705,"Marion Lake","Tephra",6850,NA,600,6700,7000,NA,NA,NA,NA
1705,"Marion Lake","Radiocarbon",7645,"Radiocarbon years BP",702.5,6965,8325,"proportional gas counting","gyttja",340,340
1705,"Marion Lake","Radiocarbon",12350,"Radiocarbon years BP",863.5,11970,12730,"proportional gas counting","gyttja",190,190
1707,"Mariposa Lake","Core top",0,NA,0,-30,30,NA,NA,NA,NA
1707,"Mariposa Lake","Radiocarbon",9460,"Radiocarbon years BP",174.5,9280,9640,"proportional gas counting","fine detritus gyttja",90,90
1707,"Mariposa Lake","Radiocarbon",9810,"Radiocarbon years BP",267,9590,10030,"proportional gas counting","fine detritus gyttja",110,110
1707,"Mariposa Lake","Radiocarbon",10570,"Radiocarbon years BP",327,10350,10790,"proportional gas counting","fine detritus gyttja",110,110
1707,"Mariposa Lake","Tephra",12100,NA,432.5,11900,12300,NA,NA,NA,NA
1708,"Martin Pond","Core top",0,NA,0,-20,20,NA,NA,NA,NA
1708,"Martin Pond","Pre-EuroAmerican settlement horizon",72,NA,50,22,122,NA,NA,NA,NA
1709,"Lac Martyne","Radiocarbon",2165,"Radiocarbon years BP",107.5,2005,2325,"conventional radiometric",NA,160,160
1709,"Lac Martyne","Radiocarbon",4680,"Radiocarbon years BP",207.5,4535,4825,"conventional radiometric",NA,145,145
1709,"Lac Martyne","Radiocarbon",5980,"Radiocarbon years BP",261.5,5865,6095,"conventional radiometric",NA,115,115
1709,"Lac Martyne","Core top",20,NA,0,-30,70,NA,NA,NA,NA
1712,"Mashapaug Pond","Core top",-20,NA,0,-30,-10,NA,NA,NA,NA
1712,"Mashapaug Pond","Biostratigraphic, pollen",250,NA,98,200,300,NA,NA,NA,NA
1712,"Mashapaug Pond","Radiocarbon",3820,"Radiocarbon years BP",205.5,3765,3875,"conventional radiometric",NA,55,55
1715,"Wapizagonke","Core top",0,NA,0,0,0,NA,NA,NA,NA
1715,"Wapizagonke","Radiocarbon",6030,"Radiocarbon years BP",395,5895,6165,"proportional gas counting","Gyttja",135,135
1715,"Wapizagonke","Radiocarbon",9730,"Radiocarbon years BP",565,9590,9870,"proportional gas counting","Gyttja",140,140
1716,"Sud du Lac du Noyer","Core top",0,NA,0,0,0,NA,NA,NA,NA
1716,"Sud du Lac du Noyer","Radiocarbon",5145,"Radiocarbon years BP",227.5,4990,5300,"proportional gas counting","Gyttja",155,155
1716,"Sud du Lac du Noyer","Radiocarbon",5745,"Radiocarbon years BP",322.5,5510,5980,"proportional gas counting","Gyttja",235,235
1716,"Sud du Lac du Noyer","Radiocarbon",8230,"Radiocarbon years BP",427.5,7960,8500,"proportional gas counting","Gyttja",270,270
1716,"Sud du Lac du Noyer","Radiocarbon",9205,"Radiocarbon years BP",442.5,8820,9590,"proportional gas counting","Gyttja",385,385
1716,"Sud du Lac du Noyer","Radiocarbon",9670,"Radiocarbon years BP",451.5,9480,9860,"proportional gas counting","Gyttja",190,190
1717,"Mayberry Well","Core top",0,NA,0,-30,30,NA,NA,NA,NA
1717,"Mayberry Well","Radiocarbon",17750,"Radiocarbon years BP",167.5,17330,18170,"accelerator mass spectrometry","ostracodes",210,210
1718,"Mayflower Lake","Biostratigraphic, pollen",9680,NA,338,9430,9930,NA,NA,NA,NA
1718,"Mayflower Lake","Biostratigraphic, pollen",10040,NA,350.5,9790,10290,NA,NA,NA,NA
1718,"Mayflower Lake","Radiocarbon, average of two or more dates",10704,"Radiocarbon years BP",362,10556,10852,"accelerator mass spectrometry","twig fragments, spruce needles",110,110
1718,"Mayflower Lake","Radiocarbon, average of two or more dates",10704,"Radiocarbon years BP",362,10556,10852,"accelerator mass spectrometry","twig fragments",100,100
1718,"Mayflower Lake","Radiocarbon",12030,"Radiocarbon years BP",381,11810,12250,"accelerator mass spectrometry","twig fragments",110,110
1719,"McCarston's Lake","Core top",-30,NA,0,-30,-10,NA,NA,NA,NA
1719,"McCarston's Lake","Biostratigraphic, pollen",100,NA,85,50,150,NA,NA,NA,NA
1719,"McCarston's Lake","Radiocarbon, reservoir correction",1070,"Radiocarbon years BP",235,950,1190,"liquid scintillation",NA,60,60
1719,"McCarston's Lake","Biostratigraphic, pollen",7500,NA,840,7000,8000,NA,NA,NA,NA
1719,"McCarston's Lake","Radiocarbon, reservoir correction",8790,"Radiocarbon years BP",887,8670,8910,"liquid scintillation",NA,60,60
1720,"McCraney Lake","Pre-EuroAmerican settlement horizon",75,NA,30,25,125,NA,NA,NA,NA
1720,"McCraney Lake","Core top",-15,NA,0,-20,-10,NA,NA,NA,NA
1723,"McLaughlan Lake","Radiocarbon",10700,"Radiocarbon years BP",1102,10550,10850,"conventional radiometric",NA,150,150
1723,"McLaughlan Lake","Biostratigraphic",10000,NA,1144,9500,10500,NA,NA,NA,NA
1723,"McLaughlan Lake","Biostratigraphic",8000,NA,1070,7700,8300,NA,NA,NA,NA
1723,"McLaughlan Lake","Biostratigraphic",6500,NA,800,6300,6700,NA,NA,NA,NA
1724,"McMaster Lake","Core top",0,NA,0,-35,35,NA,NA,NA,NA
1724,"McMaster Lake","Biostratigraphic, pollen",3900,NA,18.75,3700,4100,NA,NA,NA,NA
1724,"McMaster Lake","Biostratigraphic, pollen",5100,NA,28.75,4900,5300,NA,NA,NA,NA
1724,"McMaster Lake","Biostratigraphic, pollen",6800,NA,48.75,6600,7000,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",-23,NA,0.25,-23,-23,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",-8,NA,1.75,-8,-8,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",12,NA,2.75,12,12,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",28,NA,3.75,28,28,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",44,NA,4.75,44,44,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",56,NA,5.75,56,56,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",64,NA,6.75,64,64,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",71,NA,7.75,71,71,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",77,NA,8.75,77,77,NA,NA,NA,NA
1725,"McNearney Lake","Lead-210",87,NA,10.75,87,87,NA,NA,NA,NA
17280,"Lovesick Lake","Core top",-50,NA,0,-52,-48,NA,NA,NA,NA
17280,"Lovesick Lake","Radiocarbon",7400,"Radiocarbon years BP",12.5,6330,7470,"liquid scintillation",NA,70,70
17280,"Lovesick Lake","Interpolated",8300,NA,70,8200,8400,NA,NA,NA,NA
17280,"Lovesick Lake","Interpolated",9500,NA,120,9400,9600,NA,NA,NA,NA
17281,"Lovesick Lake","Core top",-50,NA,0,NA,NA,NA,NA,NA,NA
17281,"Lovesick Lake","Interpolated",100,NA,5,NA,NA,NA,NA,NA,NA
17281,"Lovesick Lake","Interpolated",3800,NA,150,NA,NA,NA,NA,NA,NA
17281,"Lovesick Lake","Interpolated",4800,NA,190,NA,NA,NA,NA,NA,NA
17281,"Lovesick Lake","Interpolated",8000,NA,210,NA,NA,NA,NA,NA,NA
17281,"Lovesick Lake","Interpolated",8200,NA,215,NA,NA,NA,NA,NA,NA
17281,"Lovesick Lake","Interpolated",8700,NA,225,NA,NA,NA,NA,NA,NA
17283,"Lovesick Lake","Core top",-50,NA,0,NA,NA,NA,NA,NA,NA
17283,"Lovesick Lake","Interpolated",100,NA,5,NA,NA,NA,NA,NA,NA
17283,"Lovesick Lake","Interpolated",8000,NA,120,NA,NA,NA,NA,NA,NA
17283,"Lovesick Lake","Interpolated",8500,NA,130,NA,NA,NA,NA,NA,NA
17283,"Lovesick Lake","Radiocarbon",9360,"Radiocarbon years BP",142.5,9270,9450,"liquid scintillation",NA,90,90
17283,"Lovesick Lake","Interpolated",9500,NA,145,NA,NA,NA,NA,NA,NA
17285,"Little Salt Spring","Radiocarbon",7650,"Radiocarbon years BP",130,7485,7815,"liquid scintillation","Peat",165,165
17285,"Little Salt Spring","Radiocarbon",8680,"Radiocarbon years BP",140.5,8560,8800,"liquid scintillation","Peat",120,120
17285,"Little Salt Spring","Radiocarbon",9160,"Radiocarbon years BP",140.5,9040,9280,"liquid scintillation","Peat",120,120
17285,"Little Salt Spring","Radiocarbon",8500,"Radiocarbon years BP",145.5,8290,8710,"liquid scintillation","Peat",210,210
17285,"Little Salt Spring","Core top",-27,NA,0,-30,-24,NA,NA,NA,NA
17285,"Little Salt Spring","Radiocarbon",103,"Radiocarbon years BP",11.2,-7,NA,"liquid scintillation","Peat",110,110
17285,"Little Salt Spring","Radiocarbon",1425,"Radiocarbon years BP",40.5,1355,1495,"liquid scintillation","Peat",70,70
17285,"Little Salt Spring","Radiocarbon",1380,"Radiocarbon years BP",62.5,1310,1450,"liquid scintillation","Peat",70,70
17285,"Little Salt Spring","Radiocarbon",1410,"Radiocarbon years BP",70,1350,1470,"liquid scintillation","Peat",60,60
17285,"Little Salt Spring","Radiocarbon",2790,"Radiocarbon years BP",84.5,2730,2850,"liquid scintillation","Peat",60,60
17285,"Little Salt Spring","Radiocarbon",5330,"Radiocarbon years BP",92,5250,5410,"liquid scintillation","Peat",80,80
17285,"Little Salt Spring","Radiocarbon",6450,"Radiocarbon years BP",106.5,6370,6530,"liquid scintillation","Peat",80,80
17285,"Little Salt Spring","Radiocarbon",6425,"Radiocarbon years BP",114,6330,6520,"liquid scintillation","Peat",95,95
17289,"Hestvatn","Core top",NA,NA,0,NA,NA,NA,NA,NA,NA
17289,"Hestvatn","Tephra",360,NA,74.5,360,360,NA,NA,NA,NA
17289,"Hestvatn","Tephra",1180,NA,188,1175,1185,NA,NA,NA,NA
17289,"Hestvatn","Tephra",2500,NA,276,2400,2600,NA,NA,NA,NA
17289,"Hestvatn","Tephra",2850,NA,299,2840,2860,NA,NA,NA,NA
17289,"Hestvatn","Tephra",2880,NA,308,2850,2910,NA,NA,NA,NA
17289,"Hestvatn","Tephra",3300,NA,340,3200,3400,NA,NA,NA,NA
17289,"Hestvatn","Tephra",3830,NA,401,3820,3840,NA,NA,NA,NA
17289,"Hestvatn","Radiocarbon",5765,"Radiocarbon years BP",499,5710,5820,"accelerator mass spectrometry",NA,55,55
17289,"Hestvatn","Tephra",6200,NA,566,6100,6300,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Core top",NA,NA,0,NA,0,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Tephra",360,NA,71.3,360,360,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Tephra",960,NA,145.2,960,960,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Tephra",1180,NA,189.7,1175,1185,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Tephra",2500,NA,303.1,2400,2600,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Tephra",2850,NA,330,2840,2860,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Tephra",3300,NA,371.2,3200,3400,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Tephra",3830,NA,429.6,3820,3840,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Tephra",4790,NA,476.5,4740,4840,NA,NA,NA,NA
17290,"Vestra Gislholtsvatn","Tephra",5630,NA,520,5580,5680,NA,NA,NA,NA
17292,"Cycloid Lake","Core top",0,NA,0,-50,50,NA,NA,NA,NA
17292,"Cycloid Lake","Radiocarbon",6000,"Radiocarbon years BP",259.5,5830,6170,"proportional gas counting",NA,170,170
17292,"Cycloid Lake","Radiocarbon",8520,"Radiocarbon years BP",325.5,8350,8690,"proportional gas counting",NA,170,170
17296,"Lake Cleveland","Core top",-29,NA,0,NA,NA,NA,NA,NA,NA
17296,"Lake Cleveland","Radiocarbon",3500,"Radiocarbon years BP",111,3420,3580,"proportional gas counting",NA,80,80
17296,"Lake Cleveland","Radiocarbon",6320,"Radiocarbon years BP",203,6210,6430,"proportional gas counting",NA,110,110
17296,"Lake Cleveland","Tephra",7627,NA,220,7477,7777,NA,NA,NA,NA
17296,"Lake Cleveland","Radiocarbon",11000,"Radiocarbon years BP",322,10820,11180,"proportional gas counting",NA,180,180
17296,"Lake Cleveland","Radiocarbon",12700,"Radiocarbon years BP",418,9800,15600,"proportional gas counting",NA,2900,2900
17298,"Middle Butte Cave","Core top",-31,NA,0,NA,NA,NA,NA,NA,NA
17298,"Middle Butte Cave","Tephra",7627,NA,29,7477,7777,NA,NA,NA,NA
17298,"Middle Butte Cave","Radiocarbon",3000,"Radiocarbon years BP",26.5,2010,3990,"proportional gas counting",NA,990,990
17298,"Middle Butte Cave","Radiocarbon",9850,"Radiocarbon years BP",31.5,7870,11830,"proportional gas counting",NA,1980,1980
17298,"Middle Butte Cave","Radiocarbon",14300,"Radiocarbon years BP",117.5,13720,14880,"proportional gas counting",NA,580,580
17298,"Middle Butte Cave","Radiocarbon",16900,"Radiocarbon years BP",122.5,16700,17100,"proportional gas counting",NA,200,200
17298,"Middle Butte Cave","Radiocarbon",15400,"Radiocarbon years BP",222.5,15130,15670,"proportional gas counting",NA,270,270
17300,"Rattlesnake Cave","Core top",-29,NA,0,NA,NA,NA,NA,NA,NA
17300,"Rattlesnake Cave","Tephra",7627,NA,65,7477,7777,NA,NA,NA,NA
17300,"Rattlesnake Cave","Radiocarbon",2790,"Radiocarbon years BP",30,2540,3040,"proportional gas counting",NA,250,250
17300,"Rattlesnake Cave","Radiocarbon",6760,"Radiocarbon years BP",60,5150,8370,"proportional gas counting",NA,1610,1610
17300,"Rattlesnake Cave","Radiocarbon",3360,"Radiocarbon years BP",60,3270,3450,"proportional gas counting",NA,90,90
17300,"Rattlesnake Cave","Radiocarbon",8300,"Radiocarbon years BP",135,3800,12800,"proportional gas counting",NA,4500,4500
17304,"Capitola Lake","Radiocarbon",2920,"Radiocarbon years BP",102.5,2830,3010,"liquid scintillation",NA,90,90
17304,"Capitola Lake","Radiocarbon",3040,"Radiocarbon years BP",113.5,2940,3140,"accelerator mass spectrometry",NA,100,100
17304,"Capitola Lake","Radiocarbon",3940,"Radiocarbon years BP",167.5,3840,4040,"liquid scintillation",NA,100,100
17304,"Capitola Lake","Radiocarbon",4620,"Radiocarbon years BP",211.5,4580,4660,"accelerator mass spectrometry",NA,40,40
17304,"Capitola Lake","Radiocarbon",6970,"Radiocarbon years BP",328.5,6920,7020,"accelerator mass spectrometry",NA,50,50
17304,"Capitola Lake","Core top",-35,NA,0,-40,-30,NA,NA,NA,NA
1732,"Medicine Lake","Radiocarbon, reservoir correction",3700,"Radiocarbon years BP",1650,3500,3860,"proportional gas counting","gyttja",80,80
1732,"Medicine Lake","Interpolated",6500,NA,2040,6300,6700,NA,NA,NA,NA
1732,"Medicine Lake","Interpolated",7400,NA,2107,7200,7600,NA,NA,NA,NA
1732,"Medicine Lake","Interpolated",9260,NA,2280,9060,9460,NA,NA,NA,NA
1732,"Medicine Lake","Interpolated",10670,NA,2393,10470,10870,NA,NA,NA,NA
1732,"Medicine Lake","Radiocarbon",10690,"Radiocarbon years BP",2412.5,10510,10870,"conventional radiometric","wood",90,90
17320,"Idavain Lake","Core top",NA,NA,NA,NA,NA,NA,NA,NA,NA
17320,"Idavain Lake","Radiocarbon",5280,"Radiocarbon years BP",144.5,5220,5340,"accelerator mass spectrometry","Unidentified plant remains",60,60
17320,"Idavain Lake","Radiocarbon",1960,"Radiocarbon years BP",212.5,1900,2020,"accelerator mass spectrometry","Unidentified plant remains",60,60
17320,"Idavain Lake","Radiocarbon",4270,"Radiocarbon years BP",283.5,4220,4320,"accelerator mass spectrometry",NA,50,50
17320,"Idavain Lake","Radiocarbon",8540,"Radiocarbon years BP",535,8480,8600,"accelerator mass spectrometry","Humic acid",60,60
17320,"Idavain Lake","Radiocarbon",9320,"Radiocarbon years BP",604,9240,9400,"accelerator mass spectrometry","Humic acid",80,80
17320,"Idavain Lake","Radiocarbon",10180,"Radiocarbon years BP",710.5,10120,10240,"accelerator mass spectrometry","Unidentified plant remains",60,60
17320,"Idavain Lake","Radiocarbon",11410,"Radiocarbon years BP",806.5,11350,11470,"accelerator mass spectrometry","Unidentified plant remains",60,60
17320,"Idavain Lake","Radiocarbon",12050,"Radiocarbon years BP",875,11980,12120,"accelerator mass spectrometry","Humid acid",70,70
17320,"Idavain Lake","Radiocarbon",12280,"Radiocarbon years BP",953,12220,12340,"accelerator mass spectrometry","Unidentified plant remains",60,60
17320,"Idavain Lake","Radiocarbon",12070,"Radiocarbon years BP",1040,11580,12560,"liquid scintillation","Bulk lake sediments",490,490
17320,"Idavain Lake","Radiocarbon",14100,"Radiocarbon years BP",1197.5,14040,14160,"accelerator mass spectrometry",NA,60,60
17320,"Idavain Lake","Radiocarbon",13440,"Radiocarbon years BP",1204.5,13350,13530,"accelerator mass spectrometry",NA,90,90
17322,"Snipe Lake","Core top",NA,NA,NA,NA,NA,NA,NA,NA,NA
17322,"Snipe Lake","Radiocarbon",3110,"Radiocarbon years BP",39.5,3050,3170,"accelerator mass spectrometry","Unidentified plant remains",60,60
17322,"Snipe Lake","Radiocarbon",4380,"Radiocarbon years BP",90,4300,4460,"liquid scintillation","Bulk lake sediments",80,80
17322,"Snipe Lake","Radiocarbon",5080,"Radiocarbon years BP",122.5,5020,5140,"accelerator mass spectrometry","Unidentified plant remains",60,60
17322,"Snipe Lake","Radiocarbon",5090,"Radiocarbon years BP",130,4980,5200,"liquid scintillation","Bulk lake sediments",110,110
17322,"Snipe Lake","Radiocarbon",6330,"Radiocarbon years BP",143.5,6270,6390,"accelerator mass spectrometry","Unidentified plant remains",60,60
17322,"Snipe Lake","Radiocarbon",8950,"Radiocarbon years BP",147.5,8860,9040,"liquid scintillation","Bulk lake sediments",90,90
17322,"Snipe Lake","Radiocarbon",12710,"Radiocarbon years BP",175,12570,12850,"liquid scintillation","Bulk lake sediments",140,140
17322,"Snipe Lake","Radiocarbon",11480,"Radiocarbon years BP",195,11330,11630,"liquid scintillation","Bulk lake sediments",150,150
17324,"Imnavait Creek","Core top",NA,NA,0,NA,NA,NA,NA,NA,NA
17324,"Imnavait Creek","Radiocarbon",2960,"Radiocarbon years BP",27.5,2820,3100,"conventional radiometric",NA,140,140
17324,"Imnavait Creek","Radiocarbon",4570,"Radiocarbon years BP",80,4430,4710,"conventional radiometric",NA,140,140
17324,"Imnavait Creek","Radiocarbon",8550,"Radiocarbon years BP",100,8310,8790,"conventional radiometric",NA,240,240
17324,"Imnavait Creek","Radiocarbon",7950,"Radiocarbon years BP",112.5,7730,8170,"conventional radiometric",NA,220,220
17324,"Imnavait Creek","Radiocarbon",11040,"Radiocarbon years BP",152.5,10000,12080,"conventional radiometric",NA,1040,1040
17326,"Oil Lake","Core top",NA,NA,0,NA,NA,NA,NA,NA,NA
17326,"Oil Lake","Radiocarbon",5210,"Radiocarbon years BP",18,5150,5270,"accelerator mass spectrometry",NA,60,60
17326,"Oil Lake","Radiocarbon",10660,"Radiocarbon years BP",38,10540,10780,"accelerator mass spectrometry",NA,120,120
17326,"Oil Lake","Radiocarbon",13250,"Radiocarbon years BP",62,13090,13410,"accelerator mass spectrometry",NA,160,160
17326,"Oil Lake","Radiocarbon",25870,"Radiocarbon years BP",121,25470,26270,"accelerator mass spectrometry",NA,400,400
17326,"Oil Lake","Radiocarbon",31700,"Radiocarbon years BP",175,30920,32480,"accelerator mass spectrometry",NA,780,780
17326,"Oil Lake","Radiocarbon",21360,"Radiocarbon years BP",354,21000,21720,"accelerator mass spectrometry",NA,360,360
17328,"Sands of Time Lake","Core top",NA,NA,0,NA,NA,NA,NA,NA,NA
